IDENTIFICADOR_DEL_REGISTRO,INCUMPLIMIENTO,CLASIFICACION_RESULTADO_PRODUCTO
20089,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20090,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20091,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20092,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20093,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20094,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20095,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20096,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20097,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20098,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20099,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20100,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20101,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20102,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20103,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20104,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20105,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20106,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20107,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20108,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20109,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20110,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20111,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20112,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20113,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20114,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20115,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20116,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20117,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20118,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20119,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20120,No cumple con ninguno de los puntos  de la norma.,VISITA CON INFRACCION  PRODUCTO EMPLAZADO
20121,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20122,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20123,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20124,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20125,Carece de toda informacion comercial en el envase.,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20126,No cumple con ninguno de los puntos  de la norma.,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20127,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20128,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20129,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20130,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20131,Carece del sello del organismo de certificacion acreditado.,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20132,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20133,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20134,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20135,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20136,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20137,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20138,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20139,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20140,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20141,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20142,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20143,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20144,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20145,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20146,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20147,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20148,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20149,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20150,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20151,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20152,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20153,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20154,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20155,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20156,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20157,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20158,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20159,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20160,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20161,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20162,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20163,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20164,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20165,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20166,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20167,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20168,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20169,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20170,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20171,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20172,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20173,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20174,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20175,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20176,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20177,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20178,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20179,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20180,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20181,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20182,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20183,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20184,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20185,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20186,No cumple con la norma,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20187,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20188,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20189,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20190,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20191,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20192,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20193,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20194,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20195,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20196,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20197,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20198,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20199,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20200,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20201,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20202,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20203,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20204,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20205,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20206,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20207,No cumple con ninguno de los puntos de la norma,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20208,Carece de toda informacion comercial  en el producto,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20209,Ostenta dos denominaciones  del producto,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20210,Carece de toda informacion comercial  en el producto,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20211,Carece de etiqueta o imprecion de manera permanente e indelible.,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20212,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20213,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20214,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20215,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20216,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20217,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20218,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20219,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20220,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20221,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20222,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20223,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20224,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20225,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20226,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20227,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20228,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20229,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20230,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20231,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20232,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20233,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20234,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20235,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20236,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20237,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20238,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20239,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20240,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20241,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20242,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20243,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20244,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20245,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20246,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20247,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20248,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20249,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20250,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20251,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20252,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20253,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20254,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20255,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20256,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20257,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20258,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20259,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20260,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20261,"Carece de la naturaleza del metal mediante los simbolos  ""K""  para oro  cuando se exprese la ley en quilates  o solamente la  expresion  en milesimas;",VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20262,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20263,Carece de Informacion Comercial,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20264,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20265,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20266,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20267,Carece de Informacion Comercial,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20268,Carece de Informacion Comercial,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20269,"Carece de la naturaleza del metal mediante los simbolos  ""K""  para oro  cuando se exprese la ley en quilates  o solamente la  expresion  en milesimas;",VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20270,Carece de Informacion Comercial,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20271,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20272,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20273,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20274,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20275,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20276,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20277,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20278,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20279,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20280,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20281,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20282,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20283,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20284,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20285,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20286,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20287,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20288,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20289,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20290,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20291,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20292,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20293,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20294,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20295,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20296,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20297,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20298,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20299,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20300,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20301,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20302,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20303,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20304,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20305,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20306,Carece de certificado de cumplimiento NOM,VISITA CON INFRACCION  PRODUCTO EMPLAZADO
20307,Carece de certificado de cumplimiento NOM,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20308,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20309,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20310,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20311,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20312,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20313,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20314,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20315,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20316,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20317,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20318,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20319,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20320,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20321,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20322,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20323,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20324,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20325,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20326,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20327,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20328,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20329,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20330,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20331,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20332,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20333,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20334,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20335,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20336,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20337,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20338,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20339,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20340,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20341,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20342,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20343,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20344,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20345,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20346,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20347,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20348,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20349,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20350,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20351,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20352,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20353,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20354,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20355,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20356,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20357,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20358,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20359,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20360,Carece de certificado de cumplimiento NOM,VISITA CON INFRACCION  PRODUCTO EMPLAZADO
20361,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20362,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20363,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20364,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20365,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20366,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20367,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20368,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20369,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20370,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20371,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20372,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20373,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20374,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20375,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20376,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20377,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20378,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20379,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20380,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20381,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20382,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20383,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20384,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20385,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20386,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20387,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20388,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20389,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20390,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20391,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20392,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20393,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20394,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20395,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20396,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20397,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20398,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20399,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20400,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20401,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20402,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20403,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20404,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20405,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20406,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20407,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20408,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20409,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20410,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20411,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20412,Carece de la marca del producto,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20413,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20414,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20415,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20416,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20417,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20418,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20419,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20420,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20421,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20422,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20423,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20424,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20425,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20426,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20427,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20428,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20429,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20430,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20431,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20432,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20433,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20434,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20435,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20436,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20437,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20438,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20439,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20440,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20441,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20442,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20443,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20444,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20445,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20446,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20447,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20448,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20449,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20450,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20451,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20452,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20453,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20454,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20455,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20456,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20457,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20458,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20459,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20460,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20461,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20462,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20463,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20464,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20465,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
