IDENTIFICADOR_DEL_REGISTRO,INCUMPLIMIENTO,CLASIFICACION_RESULTADO_PRODUCTO
19713,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19714,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19715,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19716,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19717,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19718,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19719,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19720,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19721,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19722,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19723,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19724,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19725,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19726,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19727,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19728,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19729,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19730,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19731,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19732,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19733,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19734,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19735,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19736,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19737,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19738,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19739,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19740,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19741,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19742,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19743,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19744,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19745,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19746,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19747,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19748,Carece del domicilio fiscal del importador y/o fabricante.,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19749,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19750,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19751,Carece  del Nombre  del Fabricante en la Etiqueta  de InformaciÂ¢n Comercial,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19752,Carece del domicilio Fiscal del Fabricante,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19753,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19754,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19755,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19756,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19757,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19758,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19759,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19760,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19761,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19762,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19763,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19764,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19765,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19766,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19767,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19768,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19769,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19770,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19771,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19772,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19773,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19774,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19775,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19776,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19777,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19778,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19779,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19780,Carece de nombre  denominacion o razon social y domicilio fiscal del fabricante o responsable de la fabricacion para productos nacionales o del import,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19781,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19782,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19783,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19784,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19785,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19786,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19787,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19788,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19789,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19790,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19791,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19792,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19793,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19794,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19795,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19796,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19797,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19798,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19799,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19800,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19801,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19802,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19803,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19804,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19805,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19806,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19807,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19808,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19809,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19810,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19811,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19812,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19813,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19814,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19815,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19816,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19817,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19818,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19819,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19820,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19821,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19822,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19823,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19824,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19825,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19826,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19827,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19828,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19829,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19830,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19831,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19832,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19833,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19834,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19835,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19836,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19837,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19838,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19839,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19840,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19841,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19842,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19843,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19844,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19845,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19846,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19847,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19848,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19849,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19850,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19851,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19852,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19853,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19854,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19855,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19856,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19857,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19858,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19859,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19860,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19861,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19862,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19863,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19864,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19865,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19866,Carece de nombre o denominacion o razon social del fabricante y/o importador,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19867,Carece de la leyenda que identifique el pais de origen,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19868,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19869,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19870,Carece de nombre o denominacion o razon social del fabricante y/o importador,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19871,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19872,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19873,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19874,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19875,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19876,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19877,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19878,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19879,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19880,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19881,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19882,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19883,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19884,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19885,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19886,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19887,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19888,Carece leyenda PAIS DE ORIGEN,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19889,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19890,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19891,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19892,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19893,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19894,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19895,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19896,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19897,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19898,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19899,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19900,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19901,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19902,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19903,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19904,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19905,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19906,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19907,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19908,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19909,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19910,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19911,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19912,Carece de la informaciÂ¢n comercial obligatoria en idioma espaÂ¤ol,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19913,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19914,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19915,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19916,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19917,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19918,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19919,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19920,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19921,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19922,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19923,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19924,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19925,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19926,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19927,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19928,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19929,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19930,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19931,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19932,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19933,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19934,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19935,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19936,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19937,Carece de nombre  denominacion o razon social  asi como  R.F.C. del fabricante o importador,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19938,Carece de pais de origen,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19939,Carece de pais de origen,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19940,Carece de pais de origen,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19941,Carece de pais de origen,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19942,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19943,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19944,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19945,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19946,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19947,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19948,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19949,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19950,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19951,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19952,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19953,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19954,Carece de pais de origen,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19955,Carece de pais de origen,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19956,Carece de pais de origen,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19957,Carece de pais de origen,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19958,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19959,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19960,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19961,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19962,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19963,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19964,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19965,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19966,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19967,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19968,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19969,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19970,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19971,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19972,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19973,Carece del domicilio fiscal del importador y/o fabricante.,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
19974,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19975,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19976,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19977,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19978,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19979,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19980,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19981,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19982,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19983,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19984,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19985,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19986,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19987,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19988,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19989,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19990,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19991,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19992,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19993,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19994,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19995,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19996,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19997,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19998,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
19999,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20000,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20001,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20002,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20003,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20004,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20005,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20006,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20007,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20008,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20009,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20010,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20011,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20012,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20013,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20014,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20015,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20016,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20017,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20018,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20019,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20020,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20021,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20022,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20023,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20024,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20025,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20026,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20027,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20028,Ostenta dos llistas de insumos diferentes,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20029,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20030,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20031,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20032,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20033,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20034,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20035,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20036,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20037,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20038,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20039,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20040,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20041,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20042,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20043,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20044,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20045,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20046,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20047,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20048,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20049,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20050,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20051,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20052,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20053,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20054,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20055,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20056,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20057,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20058,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20059,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20060,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20061,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20062,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20063,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20064,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20065,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20066,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20067,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20068,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20069,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20070,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20071,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20072,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20073,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20074,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20075,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20076,Ostenta leyendas precautorias en idioma distinto al espaÃ±ol,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
20077,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20078,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20079,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20080,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20081,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20082,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20083,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20084,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20085,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20086,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20087,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
20088,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
