IDENTIFICADOR_DEL_REGISTRO,MUNICIPIO,ENTIDAD
18772,MONTERREY,NUEVO LEON
18773,GENERAL ESCOBEDO,NUEVO LEON
18774,GENERAL ESCOBEDO,NUEVO LEON
18775,GENERAL ESCOBEDO,NUEVO LEON
18776,GENERAL ESCOBEDO,NUEVO LEON
18777,MONTERREY,NUEVO LEON
18778,MONTERREY,NUEVO LEON
18779,MONTERREY,NUEVO LEON
18780,MONTERREY,NUEVO LEON
18781,SAN PEDRO GARZA GARCIA,NUEVO LEON
18782,SAN PEDRO GARZA GARCIA,NUEVO LEON
18783,SAN PEDRO GARZA GARCIA,NUEVO LEON
18784,SAN PEDRO GARZA GARCIA,NUEVO LEON
18785,MONTERREY,NUEVO LEON
18786,MONTERREY,NUEVO LEON
18787,MONTERREY,NUEVO LEON
18788,GUADALUPE,NUEVO LEON
18789,MONTERREY,NUEVO LEON
18790,GUADALUPE,NUEVO LEON
18791,GUADALUPE,NUEVO LEON
18792,MONTERREY,NUEVO LEON
18793,SAN PEDRO GARZA GARCIA,NUEVO LEON
18794,SAN PEDRO GARZA GARCIA,NUEVO LEON
18795,SAN PEDRO GARZA GARCIA,NUEVO LEON
18796,GUADALUPE,NUEVO LEON
18797,MONTERREY,NUEVO LEON
18798,MONTERREY,NUEVO LEON
18799,SAN NICOLAS DE LOS GARZA,NUEVO LEON
18800,MONTERREY,NUEVO LEON
18801,MONTERREY,NUEVO LEON
18802,MONTERREY,NUEVO LEON
18803,MONTERREY,NUEVO LEON
18804,GENERAL ESCOBEDO,NUEVO LEON
18805,GENERAL ESCOBEDO,NUEVO LEON
18806,MONTERREY,NUEVO LEON
18807,MONTERREY,NUEVO LEON
18808,GENERAL ESCOBEDO,NUEVO LEON
18809,GENERAL ESCOBEDO,NUEVO LEON
18810,GENERAL ESCOBEDO,NUEVO LEON
18811,MONTERREY,NUEVO LEON
18812,MONTERREY,NUEVO LEON
18813,MONTERREY,NUEVO LEON
18814,MONTERREY,NUEVO LEON
18815,MONTERREY,NUEVO LEON
18816,MONTERREY,NUEVO LEON
18817,MONTERREY,NUEVO LEON
18818,MONTERREY,NUEVO LEON
18819,MONTERREY,NUEVO LEON
18820,MONTERREY,NUEVO LEON
18821,MONTERREY,NUEVO LEON
18822,MONTERREY,NUEVO LEON
18823,MONTERREY,NUEVO LEON
18824,MONTERREY,NUEVO LEON
18825,MONTERREY,NUEVO LEON
18826,MONTERREY,NUEVO LEON
18827,SAN NICOLAS DE LOS GARZA,NUEVO LEON
18828,SAN NICOLAS DE LOS GARZA,NUEVO LEON
18829,MONTERREY,NUEVO LEON
18830,SAN NICOLAS DE LOS GARZA,NUEVO LEON
18831,SANTA CATARINA,NUEVO LEON
18832,MONTERREY,NUEVO LEON
18833,SAN PEDRO GARZA GARCIA,NUEVO LEON
18834,MONTERREY,NUEVO LEON
18835,MONTERREY,NUEVO LEON
18836,MONTERREY,NUEVO LEON
18837,MONTERREY,NUEVO LEON
18838,MONTERREY,NUEVO LEON
18839,MONTERREY,NUEVO LEON
18840,MONTERREY,NUEVO LEON
18841,MONTERREY,NUEVO LEON
18842,MONTERREY,NUEVO LEON
18843,MONTERREY,NUEVO LEON
18844,APODACA,NUEVO LEON
18845,APODACA,NUEVO LEON
18846,APODACA,NUEVO LEON
18847,APODACA,NUEVO LEON
18848,APODACA,NUEVO LEON
18849,APODACA,NUEVO LEON
18850,APODACA,NUEVO LEON
18851,MONTERREY,NUEVO LEON
18852,MONTERREY,NUEVO LEON
18853,MONTERREY,NUEVO LEON
18854,MONTERREY,NUEVO LEON
18855,MONTERREY,NUEVO LEON
18856,MONTERREY,NUEVO LEON
18857,MONTERREY,NUEVO LEON
18858,MONTERREY,NUEVO LEON
18859,MONTERREY,NUEVO LEON
18860,MONTERREY,NUEVO LEON
18861,MONTERREY,NUEVO LEON
18862,MONTERREY,NUEVO LEON
18863,MONTERREY,NUEVO LEON
18864,MONTERREY,NUEVO LEON
18865,SAN PEDRO GARZA GARCIA,NUEVO LEON
18866,SAN PEDRO GARZA GARCIA,NUEVO LEON
18867,SAN PEDRO GARZA GARCIA,NUEVO LEON
18868,SAN PEDRO GARZA GARCIA,NUEVO LEON
18869,LINARES,NUEVO LEON
18870,LINARES,NUEVO LEON
18871,LINARES,NUEVO LEON
18872,LINARES,NUEVO LEON
18873,LINARES,NUEVO LEON
18874,LINARES,NUEVO LEON
18875,LINARES,NUEVO LEON
18876,LINARES,NUEVO LEON
18877,LINARES,NUEVO LEON
18878,APODACA,NUEVO LEON
18879,APODACA,NUEVO LEON
18880,MONTERREY,NUEVO LEON
18881,MONTERREY,NUEVO LEON
18882,MONTERREY,NUEVO LEON
18883,SAN PEDRO GARZA GARCIA,NUEVO LEON
18884,SAN PEDRO GARZA GARCIA,NUEVO LEON
18885,MONTERREY,NUEVO LEON
18886,MONTERREY,NUEVO LEON
18887,APODACA,NUEVO LEON
18888,APODACA,NUEVO LEON
18889,MONTERREY,NUEVO LEON
18890,MONTERREY,NUEVO LEON
18891,LINARES,NUEVO LEON
18892,LINARES,NUEVO LEON
18893,GENERAL ZUAZUA,NUEVO LEON
18894,GENERAL ZUAZUA,NUEVO LEON
18895,GENERAL ZUAZUA,NUEVO LEON
18896,GENERAL ZUAZUA,NUEVO LEON
18897,MONTERREY,NUEVO LEON
18898,MONTERREY,NUEVO LEON
18899,MONTERREY,NUEVO LEON
18900,MONTERREY,NUEVO LEON
18901,MONTERREY,NUEVO LEON
18902,SAN PEDRO GARZA GARCIA,NUEVO LEON
18903,SAN PEDRO GARZA GARCIA,NUEVO LEON
18904,SAN PEDRO GARZA GARCIA,NUEVO LEON
18905,SAN PEDRO GARZA GARCIA,NUEVO LEON
18906,MONTERREY,NUEVO LEON
18907,MONTERREY,NUEVO LEON
18908,CADEREYTA JIMENEZ,NUEVO LEON
18909,SAN NICOLAS DE LOS GARZA,NUEVO LEON
18910,LINARES,NUEVO LEON
18911,MONTERREY,NUEVO LEON
18912,MONTERREY,NUEVO LEON
18913,MONTERREY,NUEVO LEON
18914,MONTERREY,NUEVO LEON
18915,MONTERREY,NUEVO LEON
18916,MONTERREY,NUEVO LEON
18917,MONTERREY,NUEVO LEON
18918,MONTERREY,NUEVO LEON
18919,MONTERREY,NUEVO LEON
18920,MONTERREY,NUEVO LEON
18921,MONTERREY,NUEVO LEON
18922,LINARES,NUEVO LEON
18923,LINARES,NUEVO LEON
18924,LINARES,NUEVO LEON
18925,LINARES,NUEVO LEON
18926,CADEREYTA JIMENEZ,NUEVO LEON
18927,CADEREYTA JIMENEZ,NUEVO LEON
18928,CADEREYTA JIMENEZ,NUEVO LEON
18929,CADEREYTA JIMENEZ,NUEVO LEON
18930,CADEREYTA JIMENEZ,NUEVO LEON
18931,CADEREYTA JIMENEZ,NUEVO LEON
18932,CADEREYTA JIMENEZ,NUEVO LEON
18933,JUAREZ,NUEVO LEON
18934,JUAREZ,NUEVO LEON
18935,JUAREZ,NUEVO LEON
18936,JUAREZ,NUEVO LEON
18937,JUAREZ,NUEVO LEON
18938,GENERAL ESCOBEDO,NUEVO LEON
18939,GENERAL ESCOBEDO,NUEVO LEON
18940,SAN PEDRO GARZA GARCIA,NUEVO LEON
18941,SAN PEDRO GARZA GARCIA,NUEVO LEON
18942,MONTERREY,NUEVO LEON
18943,MONTERREY,NUEVO LEON
18944,MONTERREY,NUEVO LEON
18945,MONTERREY,NUEVO LEON
18946,MONTERREY,NUEVO LEON
18947,MONTERREY,NUEVO LEON
18948,MONTERREY,NUEVO LEON
18949,MONTERREY,NUEVO LEON
18950,MONTERREY,NUEVO LEON
18951,MONTERREY,NUEVO LEON
18952,MONTERREY,NUEVO LEON
18953,SABINAS HIDALGO,NUEVO LEON
18954,SABINAS HIDALGO,NUEVO LEON
18955,SABINAS HIDALGO,NUEVO LEON
18956,SABINAS HIDALGO,NUEVO LEON
18957,MONTERREY,NUEVO LEON
18958,MONTERREY,NUEVO LEON
18959,MONTERREY,NUEVO LEON
18960,MONTERREY,NUEVO LEON
18961,MONTERREY,NUEVO LEON
18962,MONTERREY,NUEVO LEON
18963,MONTERREY,NUEVO LEON
18964,SANTA CATARINA,NUEVO LEON
18965,SANTA CATARINA,NUEVO LEON
18966,SANTA CATARINA,NUEVO LEON
18967,SANTA CATARINA,NUEVO LEON
18968,SANTA CATARINA,NUEVO LEON
18969,SANTA CATARINA,NUEVO LEON
18970,SAN PEDRO GARZA GARCIA,NUEVO LEON
18971,MONTERREY,NUEVO LEON
18972,MONTERREY,NUEVO LEON
18973,MONTERREY,NUEVO LEON
18974,JUAREZ,NUEVO LEON
18975,JUAREZ,NUEVO LEON
18976,MONTERREY,NUEVO LEON
18977,MONTERREY,NUEVO LEON
18978,GUADALUPE,NUEVO LEON
18979,SAN PEDRO GARZA GARCIA,NUEVO LEON
18980,SAN PEDRO GARZA GARCIA,NUEVO LEON
18981,LINARES,NUEVO LEON
18982,LINARES,NUEVO LEON
18983,LINARES,NUEVO LEON
18984,LINARES,NUEVO LEON
18985,LINARES,NUEVO LEON
18986,LINARES,NUEVO LEON
18987,LINARES,NUEVO LEON
18988,LINARES,NUEVO LEON
18989,LINARES,NUEVO LEON
18990,LINARES,NUEVO LEON
18991,SAN PEDRO GARZA GARCIA,NUEVO LEON
18992,SAN PEDRO GARZA GARCIA,NUEVO LEON
18993,SAN PEDRO GARZA GARCIA,NUEVO LEON
18994,SAN PEDRO GARZA GARCIA,NUEVO LEON
18995,SAN PEDRO GARZA GARCIA,NUEVO LEON
18996,MONTERREY,NUEVO LEON
18997,SAN NICOLAS DE LOS GARZA,NUEVO LEON
18998,SAN NICOLAS DE LOS GARZA,NUEVO LEON
18999,GUADALUPE,NUEVO LEON
19000,GUADALUPE,NUEVO LEON
19001,GUADALUPE,NUEVO LEON
19002,LINARES,NUEVO LEON
19003,LINARES,NUEVO LEON
19004,MONTERREY,NUEVO LEON
19005,LINARES,NUEVO LEON
19006,LINARES,NUEVO LEON
19007,LINARES,NUEVO LEON
19008,LINARES,NUEVO LEON
19009,LINARES,NUEVO LEON
19010,MONTERREY,NUEVO LEON
19011,MONTERREY,NUEVO LEON
19012,SAN PEDRO GARZA GARCIA,NUEVO LEON
19013,GUADALUPE,NUEVO LEON
19014,GENERAL ESCOBEDO,NUEVO LEON
19015,GENERAL ESCOBEDO,NUEVO LEON
19016,GENERAL ESCOBEDO,NUEVO LEON
19017,GENERAL ESCOBEDO,NUEVO LEON
19018,GENERAL ESCOBEDO,NUEVO LEON
19019,GENERAL ESCOBEDO,NUEVO LEON
19020,GENERAL ESCOBEDO,NUEVO LEON
19021,GENERAL ESCOBEDO,NUEVO LEON
19022,GENERAL ESCOBEDO,NUEVO LEON
19023,GENERAL ESCOBEDO,NUEVO LEON
19024,GENERAL ESCOBEDO,NUEVO LEON
19025,GENERAL ESCOBEDO,NUEVO LEON
19026,GENERAL ESCOBEDO,NUEVO LEON
19027,GENERAL ESCOBEDO,NUEVO LEON
19028,GUADALUPE,NUEVO LEON
19029,GUADALUPE,NUEVO LEON
19030,GUADALUPE,NUEVO LEON
19031,GUADALUPE,NUEVO LEON
19032,GUADALUPE,NUEVO LEON
19033,GUADALUPE,NUEVO LEON
19034,GUADALUPE,NUEVO LEON
19035,GUADALUPE,NUEVO LEON
19036,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19037,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19038,GENERAL ESCOBEDO,NUEVO LEON
19039,SAN PEDRO GARZA GARCIA,NUEVO LEON
19040,MONTERREY,NUEVO LEON
19041,MONTERREY,NUEVO LEON
19042,MONTERREY,NUEVO LEON
19043,MONTERREY,NUEVO LEON
19044,SAN PEDRO GARZA GARCIA,NUEVO LEON
19045,MONTERREY,NUEVO LEON
19046,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19047,GUADALUPE,NUEVO LEON
19048,GUADALUPE,NUEVO LEON
19049,MONTERREY,NUEVO LEON
19050,MONTERREY,NUEVO LEON
19051,GUADALUPE,NUEVO LEON
19052,GUADALUPE,NUEVO LEON
19053,MONTERREY,NUEVO LEON
19054,MONTERREY,NUEVO LEON
19055,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19056,GUADALUPE,NUEVO LEON
19057,GUADALUPE,NUEVO LEON
19058,APODACA,NUEVO LEON
19059,APODACA,NUEVO LEON
19060,APODACA,NUEVO LEON
19061,APODACA,NUEVO LEON
19062,APODACA,NUEVO LEON
19063,APODACA,NUEVO LEON
19064,APODACA,NUEVO LEON
19065,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19066,MONTERREY,NUEVO LEON
19067,SAN PEDRO GARZA GARCIA,NUEVO LEON
19068,SAN PEDRO GARZA GARCIA,NUEVO LEON
19069,SAN PEDRO GARZA GARCIA,NUEVO LEON
19070,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19071,APODACA,NUEVO LEON
19072,APODACA,NUEVO LEON
19073,SAN PEDRO GARZA GARCIA,NUEVO LEON
19074,SAN PEDRO GARZA GARCIA,NUEVO LEON
19075,SAN PEDRO GARZA GARCIA,NUEVO LEON
19076,SAN PEDRO GARZA GARCIA,NUEVO LEON
19077,SAN PEDRO GARZA GARCIA,NUEVO LEON
19078,MONTERREY,NUEVO LEON
19079,MONTERREY,NUEVO LEON
19080,APODACA,NUEVO LEON
19081,APODACA,NUEVO LEON
19082,APODACA,NUEVO LEON
19083,GUADALUPE,NUEVO LEON
19084,GUADALUPE,NUEVO LEON
19085,GUADALUPE,NUEVO LEON
19086,GUADALUPE,NUEVO LEON
19087,MONTERREY,NUEVO LEON
19088,MONTERREY,NUEVO LEON
19089,GUADALUPE,NUEVO LEON
19090,GUADALUPE,NUEVO LEON
19091,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19092,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19093,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19094,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19095,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19096,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19097,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19098,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19099,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19100,GENERAL ESCOBEDO,NUEVO LEON
19101,MONTERREY,NUEVO LEON
19102,MONTERREY,NUEVO LEON
19103,MONTERREY,NUEVO LEON
19104,MONTERREY,NUEVO LEON
19105,MONTERREY,NUEVO LEON
19106,MONTERREY,NUEVO LEON
19107,MONTERREY,NUEVO LEON
19108,MONTERREY,NUEVO LEON
19109,MONTERREY,NUEVO LEON
19110,MONTERREY,NUEVO LEON
19111,GUADALUPE,NUEVO LEON
19112,GUADALUPE,NUEVO LEON
19113,GUADALUPE,NUEVO LEON
19114,MONTERREY,NUEVO LEON
19115,MONTERREY,NUEVO LEON
19116,MONTERREY,NUEVO LEON
19117,MONTERREY,NUEVO LEON
19118,MONTERREY,NUEVO LEON
19119,MONTERREY,NUEVO LEON
19120,MONTERREY,NUEVO LEON
19121,MONTERREY,NUEVO LEON
19122,APODACA,NUEVO LEON
19123,MONTERREY,NUEVO LEON
19124,MONTERREY,NUEVO LEON
19125,MONTERREY,NUEVO LEON
19126,MONTERREY,NUEVO LEON
19127,GENERAL ESCOBEDO,NUEVO LEON
19128,MONTERREY,NUEVO LEON
19129,MONTERREY,NUEVO LEON
19130,MONTERREY,NUEVO LEON
19131,MONTERREY,NUEVO LEON
19132,MONTERREY,NUEVO LEON
19133,MONTERREY,NUEVO LEON
19134,MONTERREY,NUEVO LEON
19135,MONTERREY,NUEVO LEON
19136,MONTERREY,NUEVO LEON
19137,MONTERREY,NUEVO LEON
19138,MONTERREY,NUEVO LEON
19139,MONTERREY,NUEVO LEON
19140,MONTERREY,NUEVO LEON
19141,MONTERREY,NUEVO LEON
19142,MONTERREY,NUEVO LEON
19143,MONTERREY,NUEVO LEON
19144,MONTERREY,NUEVO LEON
19145,MONTERREY,NUEVO LEON
19146,SAN PEDRO GARZA GARCIA,NUEVO LEON
19147,SAN PEDRO GARZA GARCIA,NUEVO LEON
19148,SAN PEDRO GARZA GARCIA,NUEVO LEON
19149,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19150,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19151,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19152,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19153,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19154,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19155,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19156,MONTERREY,NUEVO LEON
19157,MONTERREY,NUEVO LEON
19158,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19159,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19160,SAN PEDRO GARZA GARCIA,NUEVO LEON
19161,GUADALUPE,NUEVO LEON
19162,GUADALUPE,NUEVO LEON
19163,GUADALUPE,NUEVO LEON
19164,MONTERREY,NUEVO LEON
19165,MONTERREY,NUEVO LEON
19166,MONTERREY,NUEVO LEON
19167,MONTERREY,NUEVO LEON
19168,MONTERREY,NUEVO LEON
19169,SAN PEDRO GARZA GARCIA,NUEVO LEON
19170,SAN PEDRO GARZA GARCIA,NUEVO LEON
19171,MONTERREY,NUEVO LEON
19172,MONTERREY,NUEVO LEON
19173,MONTERREY,NUEVO LEON
19174,MONTERREY,NUEVO LEON
19175,MONTERREY,NUEVO LEON
19176,GUADALUPE,NUEVO LEON
19177,MONTERREY,NUEVO LEON
19178,SAN PEDRO GARZA GARCIA,NUEVO LEON
19179,SAN PEDRO GARZA GARCIA,NUEVO LEON
19180,SAN PEDRO GARZA GARCIA,NUEVO LEON
19181,SAN PEDRO GARZA GARCIA,NUEVO LEON
19182,SAN PEDRO GARZA GARCIA,NUEVO LEON
19183,SAN PEDRO GARZA GARCIA,NUEVO LEON
19184,GUADALUPE,NUEVO LEON
19185,MONTERREY,NUEVO LEON
19186,MONTERREY,NUEVO LEON
19187,GUADALUPE,NUEVO LEON
19188,MONTERREY,NUEVO LEON
19189,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19190,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19191,SAN PEDRO GARZA GARCIA,NUEVO LEON
19192,SAN PEDRO GARZA GARCIA,NUEVO LEON
19193,SAN PEDRO GARZA GARCIA,NUEVO LEON
19194,GENERAL ESCOBEDO,NUEVO LEON
19195,GENERAL ESCOBEDO,NUEVO LEON
19196,GENERAL ESCOBEDO,NUEVO LEON
19197,MONTERREY,NUEVO LEON
19198,GUADALUPE,NUEVO LEON
19199,GUADALUPE,NUEVO LEON
19200,APODACA,NUEVO LEON
19201,APODACA,NUEVO LEON
19202,APODACA,NUEVO LEON
19203,APODACA,NUEVO LEON
19204,GUADALUPE,NUEVO LEON
19205,GUADALUPE,NUEVO LEON
19206,SANTA CATARINA,NUEVO LEON
19207,SANTA CATARINA,NUEVO LEON
19208,GUADALUPE,NUEVO LEON
19209,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19210,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19211,GUADALUPE,NUEVO LEON
19212,MONTERREY,NUEVO LEON
19213,GUADALUPE,NUEVO LEON
19214,GUADALUPE,NUEVO LEON
19215,APODACA,NUEVO LEON
19216,APODACA,NUEVO LEON
19217,MONTERREY,NUEVO LEON
19218,MONTERREY,NUEVO LEON
19219,APODACA,NUEVO LEON
19220,GUADALUPE,NUEVO LEON
19221,SAN PEDRO GARZA GARCIA,NUEVO LEON
19222,MONTERREY,NUEVO LEON
19223,MONTERREY,NUEVO LEON
19224,MONTERREY,NUEVO LEON
19225,MONTERREY,NUEVO LEON
19226,MONTERREY,NUEVO LEON
19227,GUADALUPE,NUEVO LEON
19228,MONTERREY,NUEVO LEON
19229,GUADALUPE,NUEVO LEON
19230,GUADALUPE,NUEVO LEON
19231,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19232,MONTERREY,NUEVO LEON
19233,MONTERREY,NUEVO LEON
19234,MONTERREY,NUEVO LEON
19235,GENERAL ESCOBEDO,NUEVO LEON
19236,MONTERREY,NUEVO LEON
19237,MONTERREY,NUEVO LEON
19238,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19239,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19240,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19241,MONTERREY,NUEVO LEON
19242,MONTERREY,NUEVO LEON
19243,MONTERREY,NUEVO LEON
19244,GUADALUPE,NUEVO LEON
19245,APODACA,NUEVO LEON
19246,APODACA,NUEVO LEON
19247,APODACA,NUEVO LEON
19248,APODACA,NUEVO LEON
19249,APODACA,NUEVO LEON
19250,APODACA,NUEVO LEON
19251,MONTERREY,NUEVO LEON
19252,MONTERREY,NUEVO LEON
19253,MONTERREY,NUEVO LEON
19254,SAN PEDRO GARZA GARCIA,NUEVO LEON
19255,SAN PEDRO GARZA GARCIA,NUEVO LEON
19256,SANTA CATARINA,NUEVO LEON
19257,GUADALUPE,NUEVO LEON
19258,GARCIA,NUEVO LEON
19259,GARCIA,NUEVO LEON
19260,MONTERREY,NUEVO LEON
19261,MONTERREY,NUEVO LEON
19262,MONTERREY,NUEVO LEON
19263,MONTERREY,NUEVO LEON
19264,MONTERREY,NUEVO LEON
19265,MONTERREY,NUEVO LEON
19266,MONTERREY,NUEVO LEON
19267,MONTERREY,NUEVO LEON
19268,MONTERREY,NUEVO LEON
19269,MONTERREY,NUEVO LEON
19270,MONTERREY,NUEVO LEON
19271,GENERAL ESCOBEDO,NUEVO LEON
19272,SAN PEDRO GARZA GARCIA,NUEVO LEON
19273,SAN PEDRO GARZA GARCIA,NUEVO LEON
19274,SAN PEDRO GARZA GARCIA,NUEVO LEON
19275,MONTERREY,NUEVO LEON
19276,MONTERREY,NUEVO LEON
19277,MONTERREY,NUEVO LEON
19278,MONTERREY,NUEVO LEON
19279,SAN PEDRO GARZA GARCIA,NUEVO LEON
19280,MONTERREY,NUEVO LEON
19281,APODACA,NUEVO LEON
19282,APODACA,NUEVO LEON
19283,SAN PEDRO GARZA GARCIA,NUEVO LEON
19284,SAN PEDRO GARZA GARCIA,NUEVO LEON
19285,SANTA CATARINA,NUEVO LEON
19286,SANTA CATARINA,NUEVO LEON
19287,SANTA CATARINA,NUEVO LEON
19288,SANTA CATARINA,NUEVO LEON
19289,SANTA CATARINA,NUEVO LEON
19290,SANTA CATARINA,NUEVO LEON
19291,GARCIA,NUEVO LEON
19292,GARCIA,NUEVO LEON
19293,GARCIA,NUEVO LEON
19294,GARCIA,NUEVO LEON
19295,GARCIA,NUEVO LEON
19296,GARCIA,NUEVO LEON
19297,GARCIA,NUEVO LEON
19298,GARCIA,NUEVO LEON
19299,GARCIA,NUEVO LEON
19300,MONTERREY,NUEVO LEON
19301,MONTERREY,NUEVO LEON
19302,MONTERREY,NUEVO LEON
19303,SANTA CATARINA,NUEVO LEON
19304,SANTA CATARINA,NUEVO LEON
19305,SANTA CATARINA,NUEVO LEON
19306,SANTA CATARINA,NUEVO LEON
19307,SANTA CATARINA,NUEVO LEON
19308,MONTERREY,NUEVO LEON
19309,MONTERREY,NUEVO LEON
19310,MONTERREY,NUEVO LEON
19311,MONTERREY,NUEVO LEON
19312,MONTERREY,NUEVO LEON
19313,SANTA CATARINA,NUEVO LEON
19314,SANTA CATARINA,NUEVO LEON
19315,MONTERREY,NUEVO LEON
19316,MONTERREY,NUEVO LEON
19317,APODACA,NUEVO LEON
19318,APODACA,NUEVO LEON
19319,MONTERREY,NUEVO LEON
19320,MONTERREY,NUEVO LEON
19321,MONTERREY,NUEVO LEON
19322,MONTERREY,NUEVO LEON
19323,MONTERREY,NUEVO LEON
19324,MONTERREY,NUEVO LEON
19325,MONTERREY,NUEVO LEON
19326,APODACA,NUEVO LEON
19327,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19328,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19329,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19330,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19331,GARCIA,NUEVO LEON
19332,GARCIA,NUEVO LEON
19333,MONTERREY,NUEVO LEON
19334,SANTA CATARINA,NUEVO LEON
19335,MONTERREY,NUEVO LEON
19336,MONTERREY,NUEVO LEON
19337,MONTERREY,NUEVO LEON
19338,MONTERREY,NUEVO LEON
19339,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19340,MONTERREY,NUEVO LEON
19341,MONTERREY,NUEVO LEON
19342,MONTERREY,NUEVO LEON
19343,SAN PEDRO GARZA GARCIA,NUEVO LEON
19344,SAN PEDRO GARZA GARCIA,NUEVO LEON
19345,SAN PEDRO GARZA GARCIA,NUEVO LEON
19346,MONTERREY,NUEVO LEON
19347,MONTERREY,NUEVO LEON
19348,MONTERREY,NUEVO LEON
19349,MONTERREY,NUEVO LEON
19350,MONTERREY,NUEVO LEON
19351,MONTERREY,NUEVO LEON
19352,MONTERREY,NUEVO LEON
19353,MONTERREY,NUEVO LEON
19354,MONTERREY,NUEVO LEON
19355,MONTERREY,NUEVO LEON
19356,MONTERREY,NUEVO LEON
19357,MONTERREY,NUEVO LEON
19358,MONTERREY,NUEVO LEON
19359,APODACA,NUEVO LEON
19360,APODACA,NUEVO LEON
19361,MONTERREY,NUEVO LEON
19362,APODACA,NUEVO LEON
19363,APODACA,NUEVO LEON
19364,MONTERREY,NUEVO LEON
19365,MONTERREY,NUEVO LEON
19366,MONTERREY,NUEVO LEON
19367,SAN PEDRO GARZA GARCIA,NUEVO LEON
19368,SAN PEDRO GARZA GARCIA,NUEVO LEON
19369,MONTERREY,NUEVO LEON
19370,MONTERREY,NUEVO LEON
19371,MONTERREY,NUEVO LEON
19372,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19373,MONTERREY,NUEVO LEON
19374,GUADALUPE,NUEVO LEON
19375,GUADALUPE,NUEVO LEON
19376,MONTERREY,NUEVO LEON
19377,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19378,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19379,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19380,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19381,GUADALUPE,NUEVO LEON
19382,MONTERREY,NUEVO LEON
19383,MONTERREY,NUEVO LEON
19384,JUAREZ,NUEVO LEON
19385,MONTERREY,NUEVO LEON
19386,MONTERREY,NUEVO LEON
19387,GUADALUPE,NUEVO LEON
19388,SANTA CATARINA,NUEVO LEON
19389,SANTA CATARINA,NUEVO LEON
19390,SAN PEDRO GARZA GARCIA,NUEVO LEON
19391,GARCIA,NUEVO LEON
19392,GARCIA,NUEVO LEON
19393,GARCIA,NUEVO LEON
19394,GARCIA,NUEVO LEON
19395,GARCIA,NUEVO LEON
19396,GARCIA,NUEVO LEON
19397,APODACA,NUEVO LEON
19398,APODACA,NUEVO LEON
19399,GUADALUPE,NUEVO LEON
19400,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19401,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19402,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19403,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19404,APODACA,NUEVO LEON
19405,APODACA,NUEVO LEON
19406,APODACA,NUEVO LEON
19407,APODACA,NUEVO LEON
19408,APODACA,NUEVO LEON
19409,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19410,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19411,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19412,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19413,GARCIA,NUEVO LEON
19414,GARCIA,NUEVO LEON
19415,GARCIA,NUEVO LEON
