IDENTIFICADOR_DEL_REGISTRO,MUNICIPIO,ENTIDAD
19416,GARCIA,NUEVO LEON
19417,GARCIA,NUEVO LEON
19418,GARCIA,NUEVO LEON
19419,SANTA CATARINA,NUEVO LEON
19420,MONTERREY,NUEVO LEON
19421,MONTERREY,NUEVO LEON
19422,MONTERREY,NUEVO LEON
19423,SAN PEDRO GARZA GARCIA,NUEVO LEON
19424,MONTERREY,NUEVO LEON
19425,MONTERREY,NUEVO LEON
19426,MONTERREY,NUEVO LEON
19427,MONTERREY,NUEVO LEON
19428,MONTERREY,NUEVO LEON
19429,MONTERREY,NUEVO LEON
19430,SAN PEDRO GARZA GARCIA,NUEVO LEON
19431,JUAREZ,NUEVO LEON
19432,JUAREZ,NUEVO LEON
19433,JUAREZ,NUEVO LEON
19434,JUAREZ,NUEVO LEON
19435,GUADALUPE,NUEVO LEON
19436,GUADALUPE,NUEVO LEON
19437,SAN PEDRO GARZA GARCIA,NUEVO LEON
19438,SAN PEDRO GARZA GARCIA,NUEVO LEON
19439,SAN PEDRO GARZA GARCIA,NUEVO LEON
19440,SAN PEDRO GARZA GARCIA,NUEVO LEON
19441,MONTERREY,NUEVO LEON
19442,MONTERREY,NUEVO LEON
19443,MONTERREY,NUEVO LEON
19444,APODACA,NUEVO LEON
19445,GENERAL ESCOBEDO,NUEVO LEON
19446,GENERAL ESCOBEDO,NUEVO LEON
19447,APODACA,NUEVO LEON
19448,APODACA,NUEVO LEON
19449,APODACA,NUEVO LEON
19450,APODACA,NUEVO LEON
19451,SAN PEDRO GARZA GARCIA,NUEVO LEON
19452,SAN PEDRO GARZA GARCIA,NUEVO LEON
19453,MONTERREY,NUEVO LEON
19454,GUADALUPE,NUEVO LEON
19455,JUAREZ,NUEVO LEON
19456,GENERAL ZUAZUA,NUEVO LEON
19457,GUADALUPE,NUEVO LEON
19458,SAN PEDRO GARZA GARCIA,NUEVO LEON
19459,SAN PEDRO GARZA GARCIA,NUEVO LEON
19460,GUADALUPE,NUEVO LEON
19461,GUADALUPE,NUEVO LEON
19462,GENERAL ESCOBEDO,NUEVO LEON
19463,GENERAL ESCOBEDO,NUEVO LEON
19464,GENERAL ESCOBEDO,NUEVO LEON
19465,GENERAL ESCOBEDO,NUEVO LEON
19466,SAN PEDRO GARZA GARCIA,NUEVO LEON
19467,SAN PEDRO GARZA GARCIA,NUEVO LEON
19468,SAN PEDRO GARZA GARCIA,NUEVO LEON
19469,SAN PEDRO GARZA GARCIA,NUEVO LEON
19470,SAN PEDRO GARZA GARCIA,NUEVO LEON
19471,MONTERREY,NUEVO LEON
19472,MONTERREY,NUEVO LEON
19473,SANTA CATARINA,NUEVO LEON
19474,SANTA CATARINA,NUEVO LEON
19475,SANTA CATARINA,NUEVO LEON
19476,SANTA CATARINA,NUEVO LEON
19477,MONTERREY,NUEVO LEON
19478,MONTERREY,NUEVO LEON
19479,MONTERREY,NUEVO LEON
19480,MONTERREY,NUEVO LEON
19481,MONTERREY,NUEVO LEON
19482,MONTERREY,NUEVO LEON
19483,MONTERREY,NUEVO LEON
19484,MONTERREY,NUEVO LEON
19485,JUAREZ,NUEVO LEON
19486,MONTERREY,NUEVO LEON
19487,MONTERREY,NUEVO LEON
19488,MONTERREY,NUEVO LEON
19489,MONTERREY,NUEVO LEON
19490,MONTERREY,NUEVO LEON
19491,APODACA,NUEVO LEON
19492,SAN PEDRO GARZA GARCIA,NUEVO LEON
19493,SAN PEDRO GARZA GARCIA,NUEVO LEON
19494,GUADALUPE,NUEVO LEON
19495,GUADALUPE,NUEVO LEON
19496,SAN PEDRO GARZA GARCIA,NUEVO LEON
19497,MONTERREY,NUEVO LEON
19498,SANTA CATARINA,NUEVO LEON
19499,SANTA CATARINA,NUEVO LEON
19500,SANTA CATARINA,NUEVO LEON
19501,MONTERREY,NUEVO LEON
19502,MONTERREY,NUEVO LEON
19503,MONTERREY,NUEVO LEON
19504,MONTERREY,NUEVO LEON
19505,MONTERREY,NUEVO LEON
19506,MONTERREY,NUEVO LEON
19507,MONTERREY,NUEVO LEON
19508,MONTERREY,NUEVO LEON
19509,MONTERREY,NUEVO LEON
19510,MONTERREY,NUEVO LEON
19511,MONTERREY,NUEVO LEON
19512,MONTERREY,NUEVO LEON
19513,MONTERREY,NUEVO LEON
19514,GENERAL ESCOBEDO,NUEVO LEON
19515,GENERAL ESCOBEDO,NUEVO LEON
19516,SAN PEDRO GARZA GARCIA,NUEVO LEON
19517,SABINAS HIDALGO,NUEVO LEON
19518,SABINAS HIDALGO,NUEVO LEON
19519,SABINAS HIDALGO,NUEVO LEON
19520,SABINAS HIDALGO,NUEVO LEON
19521,SABINAS HIDALGO,NUEVO LEON
19522,SABINAS HIDALGO,NUEVO LEON
19523,SABINAS HIDALGO,NUEVO LEON
19524,SABINAS HIDALGO,NUEVO LEON
19525,SABINAS HIDALGO,NUEVO LEON
19526,SABINAS HIDALGO,NUEVO LEON
19527,SABINAS HIDALGO,NUEVO LEON
19528,SABINAS HIDALGO,NUEVO LEON
19529,SABINAS HIDALGO,NUEVO LEON
19530,SABINAS HIDALGO,NUEVO LEON
19531,MONTERREY,NUEVO LEON
19532,MONTERREY,NUEVO LEON
19533,MONTERREY,NUEVO LEON
19534,GENERAL ESCOBEDO,NUEVO LEON
19535,GENERAL ESCOBEDO,NUEVO LEON
19536,MONTERREY,NUEVO LEON
19537,MONTERREY,NUEVO LEON
19538,MONTERREY,NUEVO LEON
19539,MONTERREY,NUEVO LEON
19540,MONTERREY,NUEVO LEON
19541,MONTERREY,NUEVO LEON
19542,MONTERREY,NUEVO LEON
19543,MONTERREY,NUEVO LEON
19544,SAN PEDRO GARZA GARCIA,NUEVO LEON
19545,SAN PEDRO GARZA GARCIA,NUEVO LEON
19546,SANTA CATARINA,NUEVO LEON
19547,MONTERREY,NUEVO LEON
19548,MONTERREY,NUEVO LEON
19549,MONTERREY,NUEVO LEON
19550,MONTERREY,NUEVO LEON
19551,MONTERREY,NUEVO LEON
19552,MONTERREY,NUEVO LEON
19553,MONTERREY,NUEVO LEON
19554,MONTERREY,NUEVO LEON
19555,GUADALUPE,NUEVO LEON
19556,MONTERREY,NUEVO LEON
19557,MONTERREY,NUEVO LEON
19558,MONTERREY,NUEVO LEON
19559,MONTERREY,NUEVO LEON
19560,APODACA,NUEVO LEON
19561,APODACA,NUEVO LEON
19562,MONTERREY,NUEVO LEON
19563,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19564,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19565,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19566,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19567,MONTERREY,NUEVO LEON
19568,MONTERREY,NUEVO LEON
19569,MONTERREY,NUEVO LEON
19570,MONTERREY,NUEVO LEON
19571,MONTERREY,NUEVO LEON
19572,GUADALUPE,NUEVO LEON
19573,GUADALUPE,NUEVO LEON
19574,GUADALUPE,NUEVO LEON
19575,SANTA CATARINA,NUEVO LEON
19576,SANTA CATARINA,NUEVO LEON
19577,MONTERREY,NUEVO LEON
19578,GUADALUPE,NUEVO LEON
19579,GUADALUPE,NUEVO LEON
19580,MONTERREY,NUEVO LEON
19581,MONTERREY,NUEVO LEON
19582,MONTERREY,NUEVO LEON
19583,MONTERREY,NUEVO LEON
19584,MONTERREY,NUEVO LEON
19585,GENERAL ESCOBEDO,NUEVO LEON
19586,MONTERREY,NUEVO LEON
19587,MONTERREY,NUEVO LEON
19588,GENERAL ESCOBEDO,NUEVO LEON
19589,GENERAL ESCOBEDO,NUEVO LEON
19590,MONTERREY,NUEVO LEON
19591,MONTERREY,NUEVO LEON
19592,MONTERREY,NUEVO LEON
19593,MONTERREY,NUEVO LEON
19594,GENERAL ESCOBEDO,NUEVO LEON
19595,GENERAL ESCOBEDO,NUEVO LEON
19596,GUADALUPE,NUEVO LEON
19597,GUADALUPE,NUEVO LEON
19598,GUADALUPE,NUEVO LEON
19599,MONTERREY,NUEVO LEON
19600,MONTERREY,NUEVO LEON
19601,JUAREZ,NUEVO LEON
19602,MONTERREY,NUEVO LEON
19603,SANTA CATARINA,NUEVO LEON
19604,SANTA CATARINA,NUEVO LEON
19605,MONTERREY,NUEVO LEON
19606,MONTERREY,NUEVO LEON
19607,MONTERREY,NUEVO LEON
19608,MONTERREY,NUEVO LEON
19609,MONTERREY,NUEVO LEON
19610,MONTERREY,NUEVO LEON
19611,MONTERREY,NUEVO LEON
19612,MONTERREY,NUEVO LEON
19613,MONTERREY,NUEVO LEON
19614,MONTERREY,NUEVO LEON
19615,MONTERREY,NUEVO LEON
19616,MONTERREY,NUEVO LEON
19617,MONTERREY,NUEVO LEON
19618,MONTERREY,NUEVO LEON
19619,MONTERREY,NUEVO LEON
19620,MONTERREY,NUEVO LEON
19621,MONTERREY,NUEVO LEON
19622,MONTERREY,NUEVO LEON
19623,GENERAL ESCOBEDO,NUEVO LEON
19624,GUADALUPE,NUEVO LEON
19625,GUADALUPE,NUEVO LEON
19626,GUADALUPE,NUEVO LEON
19627,GUADALUPE,NUEVO LEON
19628,GENERAL ESCOBEDO,NUEVO LEON
19629,GENERAL ESCOBEDO,NUEVO LEON
19630,GENERAL ESCOBEDO,NUEVO LEON
19631,GENERAL ESCOBEDO,NUEVO LEON
19632,GENERAL ESCOBEDO,NUEVO LEON
19633,SANTA CATARINA,NUEVO LEON
19634,SANTA CATARINA,NUEVO LEON
19635,MONTERREY,NUEVO LEON
19636,MONTERREY,NUEVO LEON
19637,APODACA,NUEVO LEON
19638,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19639,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19640,MONTERREY,NUEVO LEON
19641,GUADALUPE,NUEVO LEON
19642,GUADALUPE,NUEVO LEON
19643,MONTERREY,NUEVO LEON
19644,MONTERREY,NUEVO LEON
19645,SAN PEDRO GARZA GARCIA,NUEVO LEON
19646,SAN PEDRO GARZA GARCIA,NUEVO LEON
19647,SANTIAGO,NUEVO LEON
19648,SANTIAGO,NUEVO LEON
19649,SANTIAGO,NUEVO LEON
19650,SANTIAGO,NUEVO LEON
19651,SANTIAGO,NUEVO LEON
19652,SANTIAGO,NUEVO LEON
19653,SAN PEDRO GARZA GARCIA,NUEVO LEON
19654,MONTERREY,NUEVO LEON
19655,MONTERREY,NUEVO LEON
19656,MONTERREY,NUEVO LEON
19657,MONTERREY,NUEVO LEON
19658,MONTERREY,NUEVO LEON
19659,MONTERREY,NUEVO LEON
19660,MONTERREY,NUEVO LEON
19661,MONTERREY,NUEVO LEON
19662,MONTERREY,NUEVO LEON
19663,MONTERREY,NUEVO LEON
19664,MONTERREY,NUEVO LEON
19665,GENERAL ESCOBEDO,NUEVO LEON
19666,GENERAL ESCOBEDO,NUEVO LEON
19667,GENERAL ESCOBEDO,NUEVO LEON
19668,GENERAL ESCOBEDO,NUEVO LEON
19669,SANTIAGO,NUEVO LEON
19670,MONTERREY,NUEVO LEON
19671,MONTERREY,NUEVO LEON
19672,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19673,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19674,SAN PEDRO GARZA GARCIA,NUEVO LEON
19675,MONTERREY,NUEVO LEON
19676,MONTERREY,NUEVO LEON
19677,GUADALUPE,NUEVO LEON
19678,GUADALUPE,NUEVO LEON
19679,GUADALUPE,NUEVO LEON
19680,GUADALUPE,NUEVO LEON
19681,APODACA,NUEVO LEON
19682,APODACA,NUEVO LEON
19683,APODACA,NUEVO LEON
19684,SANTIAGO,NUEVO LEON
19685,SANTIAGO,NUEVO LEON
19686,SANTIAGO,NUEVO LEON
19687,SANTIAGO,NUEVO LEON
19688,SANTIAGO,NUEVO LEON
19689,SANTIAGO,NUEVO LEON
19690,SANTIAGO,NUEVO LEON
19691,SANTIAGO,NUEVO LEON
19692,GUADALUPE,NUEVO LEON
19693,GUADALUPE,NUEVO LEON
19694,GUADALUPE,NUEVO LEON
19695,GUADALUPE,NUEVO LEON
19696,GUADALUPE,NUEVO LEON
19697,GUADALUPE,NUEVO LEON
19698,GUADALUPE,NUEVO LEON
19699,GUADALUPE,NUEVO LEON
19700,GUADALUPE,NUEVO LEON
19701,GUADALUPE,NUEVO LEON
19702,MONTERREY,NUEVO LEON
19703,MONTERREY,NUEVO LEON
19704,SANTIAGO,NUEVO LEON
19705,SANTIAGO,NUEVO LEON
19706,SANTIAGO,NUEVO LEON
19707,CADEREYTA JIMENEZ,NUEVO LEON
19708,CADEREYTA JIMENEZ,NUEVO LEON
19709,CADEREYTA JIMENEZ,NUEVO LEON
19710,CADEREYTA JIMENEZ,NUEVO LEON
19711,CADEREYTA JIMENEZ,NUEVO LEON
19712,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19713,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19714,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19715,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19716,SAN PEDRO GARZA GARCIA,NUEVO LEON
19717,SAN PEDRO GARZA GARCIA,NUEVO LEON
19718,GUADALUPE,NUEVO LEON
19719,GUADALUPE,NUEVO LEON
19720,SAN PEDRO GARZA GARCIA,NUEVO LEON
19721,SAN PEDRO GARZA GARCIA,NUEVO LEON
19722,GUADALUPE,NUEVO LEON
19723,GUADALUPE,NUEVO LEON
19724,GUADALUPE,NUEVO LEON
19725,GUADALUPE,NUEVO LEON
19726,MONTERREY,NUEVO LEON
19727,MONTERREY,NUEVO LEON
19728,MONTERREY,NUEVO LEON
19729,GUADALUPE,NUEVO LEON
19730,GUADALUPE,NUEVO LEON
19731,GUADALUPE,NUEVO LEON
19732,SAN PEDRO GARZA GARCIA,NUEVO LEON
19733,SAN PEDRO GARZA GARCIA,NUEVO LEON
19734,SAN PEDRO GARZA GARCIA,NUEVO LEON
19735,MONTERREY,NUEVO LEON
19736,SAN PEDRO GARZA GARCIA,NUEVO LEON
19737,SAN PEDRO GARZA GARCIA,NUEVO LEON
19738,SAN PEDRO GARZA GARCIA,NUEVO LEON
19739,SAN PEDRO GARZA GARCIA,NUEVO LEON
19740,MONTERREY,NUEVO LEON
19741,MONTERREY,NUEVO LEON
19742,GUADALUPE,NUEVO LEON
19743,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19744,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19745,APODACA,NUEVO LEON
19746,APODACA,NUEVO LEON
19747,CADEREYTA JIMENEZ,NUEVO LEON
19748,CADEREYTA JIMENEZ,NUEVO LEON
19749,CADEREYTA JIMENEZ,NUEVO LEON
19750,CADEREYTA JIMENEZ,NUEVO LEON
19751,MONTERREY,NUEVO LEON
19752,MONTERREY,NUEVO LEON
19753,MONTERREY,NUEVO LEON
19754,MONTERREY,NUEVO LEON
19755,MONTERREY,NUEVO LEON
19756,MONTERREY,NUEVO LEON
19757,MONTERREY,NUEVO LEON
19758,MONTERREY,NUEVO LEON
19759,MONTERREY,NUEVO LEON
19760,MONTERREY,NUEVO LEON
19761,MONTERREY,NUEVO LEON
19762,GUADALUPE,NUEVO LEON
19763,GUADALUPE,NUEVO LEON
19764,CADEREYTA JIMENEZ,NUEVO LEON
19765,CADEREYTA JIMENEZ,NUEVO LEON
19766,CADEREYTA JIMENEZ,NUEVO LEON
19767,CADEREYTA JIMENEZ,NUEVO LEON
19768,CADEREYTA JIMENEZ,NUEVO LEON
19769,CADEREYTA JIMENEZ,NUEVO LEON
19770,MONTERREY,NUEVO LEON
19771,MONTERREY,NUEVO LEON
19772,MONTERREY,NUEVO LEON
19773,MONTERREY,NUEVO LEON
19774,MONTERREY,NUEVO LEON
19775,MONTERREY,NUEVO LEON
19776,MONTERREY,NUEVO LEON
19777,MONTERREY,NUEVO LEON
19778,CADEREYTA JIMENEZ,NUEVO LEON
19779,CADEREYTA JIMENEZ,NUEVO LEON
19780,CADEREYTA JIMENEZ,NUEVO LEON
19781,MONTERREY,NUEVO LEON
19782,MONTERREY,NUEVO LEON
19783,CADEREYTA JIMENEZ,NUEVO LEON
19784,CADEREYTA JIMENEZ,NUEVO LEON
19785,MONTERREY,NUEVO LEON
19786,MONTERREY,NUEVO LEON
19787,APODACA,NUEVO LEON
19788,APODACA,NUEVO LEON
19789,APODACA,NUEVO LEON
19790,APODACA,NUEVO LEON
19791,APODACA,NUEVO LEON
19792,MONTERREY,NUEVO LEON
19793,GENERAL ESCOBEDO,NUEVO LEON
19794,GENERAL ESCOBEDO,NUEVO LEON
19795,APODACA,NUEVO LEON
19796,APODACA,NUEVO LEON
19797,GUADALUPE,NUEVO LEON
19798,APODACA,NUEVO LEON
19799,APODACA,NUEVO LEON
19800,GUADALUPE,NUEVO LEON
19801,MONTERREY,NUEVO LEON
19802,MONTERREY,NUEVO LEON
19803,MONTERREY,NUEVO LEON
19804,MONTERREY,NUEVO LEON
19805,SAN PEDRO GARZA GARCIA,NUEVO LEON
19806,APODACA,NUEVO LEON
19807,GENERAL ESCOBEDO,NUEVO LEON
19808,GENERAL ESCOBEDO,NUEVO LEON
19809,MONTERREY,NUEVO LEON
19810,MONTERREY,NUEVO LEON
19811,JUAREZ,NUEVO LEON
19812,JUAREZ,NUEVO LEON
19813,MONTERREY,NUEVO LEON
19814,MONTERREY,NUEVO LEON
19815,MONTERREY,NUEVO LEON
19816,MONTERREY,NUEVO LEON
19817,SAN PEDRO GARZA GARCIA,NUEVO LEON
19818,MONTERREY,NUEVO LEON
19819,MONTERREY,NUEVO LEON
19820,MONTERREY,NUEVO LEON
19821,MONTERREY,NUEVO LEON
19822,GENERAL ESCOBEDO,NUEVO LEON
19823,GENERAL ESCOBEDO,NUEVO LEON
19824,MONTERREY,NUEVO LEON
19825,MONTERREY,NUEVO LEON
19826,SAN PEDRO GARZA GARCIA,NUEVO LEON
19827,MONTERREY,NUEVO LEON
19828,MONTERREY,NUEVO LEON
19829,MONTERREY,NUEVO LEON
19830,MONTERREY,NUEVO LEON
19831,MONTERREY,NUEVO LEON
19832,MONTERREY,NUEVO LEON
19833,MONTERREY,NUEVO LEON
19834,MONTERREY,NUEVO LEON
19835,APODACA,NUEVO LEON
19836,APODACA,NUEVO LEON
19837,MONTERREY,NUEVO LEON
19838,MONTERREY,NUEVO LEON
19839,MONTERREY,NUEVO LEON
19840,MONTERREY,NUEVO LEON
19841,MONTERREY,NUEVO LEON
19842,MONTERREY,NUEVO LEON
19843,MONTERREY,NUEVO LEON
19844,MONTERREY,NUEVO LEON
19845,MONTERREY,NUEVO LEON
19846,MONTERREY,NUEVO LEON
19847,MONTERREY,NUEVO LEON
19848,APODACA,NUEVO LEON
19849,APODACA,NUEVO LEON
19850,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19851,MONTERREY,NUEVO LEON
19852,MONTERREY,NUEVO LEON
19853,MONTERREY,NUEVO LEON
19854,MONTERREY,NUEVO LEON
19855,MONTERREY,NUEVO LEON
19856,APODACA,NUEVO LEON
19857,MONTERREY,NUEVO LEON
19858,MONTERREY,NUEVO LEON
19859,MONTERREY,NUEVO LEON
19860,MONTERREY,NUEVO LEON
19861,MONTERREY,NUEVO LEON
19862,MONTERREY,NUEVO LEON
19863,MONTERREY,NUEVO LEON
19864,MONTERREY,NUEVO LEON
19865,MONTERREY,NUEVO LEON
19866,MONTERREY,NUEVO LEON
19867,MONTERREY,NUEVO LEON
19868,MONTERREY,NUEVO LEON
19869,MONTERREY,NUEVO LEON
19870,MONTERREY,NUEVO LEON
19871,MONTERREY,NUEVO LEON
19872,MONTERREY,NUEVO LEON
19873,MONTERREY,NUEVO LEON
19874,MONTERREY,NUEVO LEON
19875,MONTERREY,NUEVO LEON
19876,MONTERREY,NUEVO LEON
19877,MONTERREY,NUEVO LEON
19878,MONTERREY,NUEVO LEON
19879,MONTERREY,NUEVO LEON
19880,MONTERREY,NUEVO LEON
19881,MONTERREY,NUEVO LEON
19882,MONTERREY,NUEVO LEON
19883,MONTERREY,NUEVO LEON
19884,MONTERREY,NUEVO LEON
19885,MONTERREY,NUEVO LEON
19886,MONTERREY,NUEVO LEON
19887,MONTERREY,NUEVO LEON
19888,MONTERREY,NUEVO LEON
19889,MONTERREY,NUEVO LEON
19890,MONTERREY,NUEVO LEON
19891,MONTERREY,NUEVO LEON
19892,MONTERREY,NUEVO LEON
19893,MONTERREY,NUEVO LEON
19894,MONTERREY,NUEVO LEON
19895,MONTERREY,NUEVO LEON
19896,MONTERREY,NUEVO LEON
19897,MONTERREY,NUEVO LEON
19898,SAN PEDRO GARZA GARCIA,NUEVO LEON
19899,SAN PEDRO GARZA GARCIA,NUEVO LEON
19900,MONTERREY,NUEVO LEON
19901,MONTERREY,NUEVO LEON
19902,SAN PEDRO GARZA GARCIA,NUEVO LEON
19903,SAN PEDRO GARZA GARCIA,NUEVO LEON
19904,GUADALUPE,NUEVO LEON
19905,GUADALUPE,NUEVO LEON
19906,MONTERREY,NUEVO LEON
19907,MONTERREY,NUEVO LEON
19908,MONTERREY,NUEVO LEON
19909,MONTERREY,NUEVO LEON
19910,SAN PEDRO GARZA GARCIA,NUEVO LEON
19911,MONTERREY,NUEVO LEON
19912,MONTERREY,NUEVO LEON
19913,MONTERREY,NUEVO LEON
19914,MONTERREY,NUEVO LEON
19915,MONTERREY,NUEVO LEON
19916,MONTERREY,NUEVO LEON
19917,MONTERREY,NUEVO LEON
19918,MONTERREY,NUEVO LEON
19919,MONTERREY,NUEVO LEON
19920,MONTERREY,NUEVO LEON
19921,MONTERREY,NUEVO LEON
19922,MONTERREY,NUEVO LEON
19923,MONTERREY,NUEVO LEON
19924,MONTERREY,NUEVO LEON
19925,MONTERREY,NUEVO LEON
19926,MONTERREY,NUEVO LEON
19927,MONTERREY,NUEVO LEON
19928,MONTERREY,NUEVO LEON
19929,MONTERREY,NUEVO LEON
19930,MONTERREY,NUEVO LEON
19931,MONTERREY,NUEVO LEON
19932,MONTERREY,NUEVO LEON
19933,MONTERREY,NUEVO LEON
19934,MONTERREY,NUEVO LEON
19935,MONTERREY,NUEVO LEON
19936,MONTERREY,NUEVO LEON
19937,MONTERREY,NUEVO LEON
19938,MONTERREY,NUEVO LEON
19939,MONTERREY,NUEVO LEON
19940,MONTERREY,NUEVO LEON
19941,MONTERREY,NUEVO LEON
19942,MONTERREY,NUEVO LEON
19943,MONTERREY,NUEVO LEON
19944,SAN PEDRO GARZA GARCIA,NUEVO LEON
19945,SAN PEDRO GARZA GARCIA,NUEVO LEON
19946,SAN PEDRO GARZA GARCIA,NUEVO LEON
19947,SAN PEDRO GARZA GARCIA,NUEVO LEON
19948,SAN PEDRO GARZA GARCIA,NUEVO LEON
19949,SAN PEDRO GARZA GARCIA,NUEVO LEON
19950,SAN PEDRO GARZA GARCIA,NUEVO LEON
19951,SAN PEDRO GARZA GARCIA,NUEVO LEON
19952,SAN PEDRO GARZA GARCIA,NUEVO LEON
19953,SAN PEDRO GARZA GARCIA,NUEVO LEON
19954,SAN PEDRO GARZA GARCIA,NUEVO LEON
19955,SAN PEDRO GARZA GARCIA,NUEVO LEON
19956,SAN PEDRO GARZA GARCIA,NUEVO LEON
19957,SAN PEDRO GARZA GARCIA,NUEVO LEON
19958,SAN PEDRO GARZA GARCIA,NUEVO LEON
19959,SAN PEDRO GARZA GARCIA,NUEVO LEON
19960,SAN PEDRO GARZA GARCIA,NUEVO LEON
19961,SAN PEDRO GARZA GARCIA,NUEVO LEON
19962,SAN PEDRO GARZA GARCIA,NUEVO LEON
19963,SAN PEDRO GARZA GARCIA,NUEVO LEON
19964,SAN PEDRO GARZA GARCIA,NUEVO LEON
19965,SAN PEDRO GARZA GARCIA,NUEVO LEON
19966,SAN PEDRO GARZA GARCIA,NUEVO LEON
19967,SAN PEDRO GARZA GARCIA,NUEVO LEON
19968,SAN PEDRO GARZA GARCIA,NUEVO LEON
19969,SAN PEDRO GARZA GARCIA,NUEVO LEON
19970,SAN PEDRO GARZA GARCIA,NUEVO LEON
19971,SAN PEDRO GARZA GARCIA,NUEVO LEON
19972,SAN PEDRO GARZA GARCIA,NUEVO LEON
19973,SAN PEDRO GARZA GARCIA,NUEVO LEON
19974,MONTERREY,NUEVO LEON
19975,MONTERREY,NUEVO LEON
19976,MONTERREY,NUEVO LEON
19977,MONTERREY,NUEVO LEON
19978,MONTERREY,NUEVO LEON
19979,MONTERREY,NUEVO LEON
19980,MONTERREY,NUEVO LEON
19981,MONTERREY,NUEVO LEON
19982,MONTERREY,NUEVO LEON
19983,MONTERREY,NUEVO LEON
19984,MONTERREY,NUEVO LEON
19985,MONTERREY,NUEVO LEON
19986,SAN PEDRO GARZA GARCIA,NUEVO LEON
19987,SAN PEDRO GARZA GARCIA,NUEVO LEON
19988,SAN NICOLAS DE LOS GARZA,NUEVO LEON
19989,MONTERREY,NUEVO LEON
19990,MONTERREY,NUEVO LEON
19991,SAN PEDRO GARZA GARCIA,NUEVO LEON
19992,SAN PEDRO GARZA GARCIA,NUEVO LEON
19993,SAN PEDRO GARZA GARCIA,NUEVO LEON
19994,SAN PEDRO GARZA GARCIA,NUEVO LEON
19995,SAN PEDRO GARZA GARCIA,NUEVO LEON
19996,SAN PEDRO GARZA GARCIA,NUEVO LEON
19997,SAN PEDRO GARZA GARCIA,NUEVO LEON
19998,SAN PEDRO GARZA GARCIA,NUEVO LEON
19999,SAN PEDRO GARZA GARCIA,NUEVO LEON
20000,SAN PEDRO GARZA GARCIA,NUEVO LEON
20001,SAN PEDRO GARZA GARCIA,NUEVO LEON
20002,SAN PEDRO GARZA GARCIA,NUEVO LEON
20003,SAN PEDRO GARZA GARCIA,NUEVO LEON
20004,GUADALUPE,NUEVO LEON
20005,MONTERREY,NUEVO LEON
20006,MONTERREY,NUEVO LEON
20007,MONTERREY,NUEVO LEON
20008,MONTERREY,NUEVO LEON
20009,MONTERREY,NUEVO LEON
20010,MONTERREY,NUEVO LEON
20011,MONTERREY,NUEVO LEON
20012,MONTERREY,NUEVO LEON
20013,SAN PEDRO GARZA GARCIA,NUEVO LEON
20014,SAN PEDRO GARZA GARCIA,NUEVO LEON
20015,SAN PEDRO GARZA GARCIA,NUEVO LEON
20016,SAN PEDRO GARZA GARCIA,NUEVO LEON
20017,MONTERREY,NUEVO LEON
20018,MONTERREY,NUEVO LEON
20019,MONTERREY,NUEVO LEON
20020,MONTERREY,NUEVO LEON
20021,MONTERREY,NUEVO LEON
20022,MONTERREY,NUEVO LEON
20023,MONTERREY,NUEVO LEON
20024,MONTERREY,NUEVO LEON
20025,MONTERREY,NUEVO LEON
20026,SAN NICOLAS DE LOS GARZA,NUEVO LEON
20027,SAN NICOLAS DE LOS GARZA,NUEVO LEON
20028,MONTERREY,NUEVO LEON
20029,MONTERREY,NUEVO LEON
20030,MONTERREY,NUEVO LEON
20031,MONTERREY,NUEVO LEON
20032,MONTERREY,NUEVO LEON
20033,MONTERREY,NUEVO LEON
20034,MONTERREY,NUEVO LEON
20035,MONTERREY,NUEVO LEON
20036,MONTERREY,NUEVO LEON
20037,MONTERREY,NUEVO LEON
20038,MONTERREY,NUEVO LEON
20039,MONTERREY,NUEVO LEON
20040,MONTERREY,NUEVO LEON
20041,MONTERREY,NUEVO LEON
20042,SAN NICOLAS DE LOS GARZA,NUEVO LEON
20043,SAN NICOLAS DE LOS GARZA,NUEVO LEON
20044,MONTERREY,NUEVO LEON
20045,MONTERREY,NUEVO LEON
20046,MONTERREY,NUEVO LEON
20047,MONTERREY,NUEVO LEON
20048,MONTERREY,NUEVO LEON
20049,SAN PEDRO GARZA GARCIA,NUEVO LEON
20050,SAN PEDRO GARZA GARCIA,NUEVO LEON
20051,MONTERREY,NUEVO LEON
20052,MONTERREY,NUEVO LEON
20053,SAN PEDRO GARZA GARCIA,NUEVO LEON
20054,MONTERREY,NUEVO LEON
